"periodo";"nivel_general_aperturas";"indice_icc";"Clasificador"
"2024-09-01";"Carpinteria de madera";1202.0800979899;"Ítems"
"2024-09-01";"Ascensores";1463.7871563356;"Ítems"
"2024-09-01";"Vidrios";1172.80867565672;"Ítems"
"2024-09-01";"Pintura";1040.86736768721;"Ítems"
"2024-09-01";"Otros trabajos y gastos";1242.72447291877;"Ítems"
"2024-10-01";"Movimiento de tierras";1037.09915728861;"Ítems"
"2024-10-01";"Estructura";978.839566969751;"Ítems"
"2024-10-01";"Albanileria";993.281820306016;"Ítems"
"2024-10-01";"Yeseria";1095.4572288801;"Ítems"
"2024-10-01";"Instalacion sanitaria y contraincendio";1229.5647571555;"Ítems"
"2024-10-01";"Instalacion de gas";1150.70015860321;"Ítems"
"2024-10-01";"Instalacion electrica";975.854910545783;"Ítems"
"2024-10-01";"Carpinteria metalica y herreria";949.211098623618;"Ítems"
"2024-10-01";"Carpinteria de madera";1229.21761193377;"Ítems"
"2024-10-01";"Ascensores";1519.73977883738;"Ítems"
"2024-10-01";"Vidrios";1185.34082937096;"Ítems"
"2024-10-01";"Pintura";1048.43141811422;"Ítems"
"2024-10-01";"Otros trabajos y gastos";1274.21722020494;"Ítems"
"2024-11-01";"Movimiento de tierras";1069.20570217189;"Ítems"
"2024-11-01";"Estructura";980.646381556323;"Ítems"
"2024-11-01";"Albanileria";999.345746952325;"Ítems"
"2024-11-01";"Yeseria";1110.98648090206;"Ítems"
"2024-11-01";"Instalacion sanitaria y contraincendio";1233.40280017532;"Ítems"
"2024-11-01";"Instalacion de gas";1147.787010804;"Ítems"
"2024-11-01";"Instalacion electrica";979.088661583754;"Ítems"
"2024-11-01";"Carpinteria metalica y herreria";951.309970370586;"Ítems"
"2024-11-01";"Carpinteria de madera";1256.7039961504;"Ítems"
"2024-11-01";"Ascensores";1570.08724764127;"Ítems"
"2024-11-01";"Vidrios";1241.41788136254;"Ítems"
"2024-11-01";"Pintura";1064.46871550572;"Ítems"
"2024-11-01";"Otros trabajos y gastos";1312.6347407844;"Ítems"
"2024-12-01";"Movimiento de tierras";1144.02539230172;"Ítems"
"2024-12-01";"Estructura";1104.38601317799;"Ítems"
"2024-12-01";"Albanileria";1146.33996986568;"Ítems"
"2024-12-01";"Yeseria";1184.44713383317;"Ítems"
"2024-12-01";"Instalacion sanitaria y contraincendio";1250.84063148667;"Ítems"
"2024-12-01";"Instalacion de gas";1160.30988626659;"Ítems"
"2024-12-01";"Instalacion electrica";1015.56861931003;"Ítems"
"2024-12-01";"Carpinteria metalica y herreria";951.885043714331;"Ítems"
"2024-12-01";"Carpinteria de madera";1269.51923707868;"Ítems"
"2024-12-01";"Ascensores";1607.45155726895;"Ítems"
"2024-12-01";"Vidrios";1266.2668563411;"Ítems"
"2024-12-01";"Pintura";1070.36251670249;"Ítems"
"2024-12-01";"Otros trabajos y gastos";1389.77395866999;"Ítems"
"2025-01-01";"Movimiento de tierras";1189.30696769898;"Ítems"
"2025-01-01";"Estructura";1108.46664924275;"Ítems"
"2025-01-01";"Albanileria";1155.36898421574;"Ítems"
"2025-01-01";"Yeseria";1195.83210342995;"Ítems"
"2025-01-01";"Instalacion sanitaria y contraincendio";1259.23784950505;"Ítems"
"2025-01-01";"Instalacion de gas";1167.11897951714;"Ítems"
"2025-01-01";"Instalacion electrica";1019.04016003623;"Ítems"
"2025-01-01";"Carpinteria metalica y herreria";961.462788084013;"Ítems"
"2025-01-01";"Carpinteria de madera";1283.00925217087;"Ítems"
"2025-01-01";"Ascensores";1640.59805214568;"Ítems"
"2025-01-01";"Vidrios";1318.35489905682;"Ítems"
"2025-01-01";"Pintura";1077.97304362981;"Ítems"
"2025-01-01";"Otros trabajos y gastos";1421.13077698143;"Ítems"
"2025-02-01";"Movimiento de tierras";1226.61578083664;"Ítems"
"2025-02-01";"Estructura";1136.23945967509;"Ítems"
"2025-02-01";"Albanileria";1191.56883757282;"Ítems"
"2025-02-01";"Yeseria";1199.5778971604;"Ítems"
"2025-02-01";"Instalacion sanitaria y contraincendio";1289.64447862654;"Ítems"
"2025-02-01";"Instalacion de gas";1179.73403462159;"Ítems"
"2025-02-01";"Instalacion electrica";1021.78040311014;"Ítems"
"2025-02-01";"Carpinteria metalica y herreria";961.001561747405;"Ítems"
"2025-02-01";"Carpinteria de madera";1301.01817625057;"Ítems"
"2025-02-01";"Ascensores";1650.78877954753;"Ítems"
"2025-02-01";"Vidrios";1332.85719853457;"Ítems"
"2025-02-01";"Pintura";1080.41886945913;"Ítems"
"2025-02-01";"Otros trabajos y gastos";1445.42974468166;"Ítems"
"2025-03-01";"Movimiento de tierras";1243.69251254139;"Ítems"
"2025-03-01";"Estructura";1131.48135411365;"Ítems"
"2025-03-01";"Albanileria";1186.2840521791;"Ítems"
"2025-03-01";"Yeseria";1232.56685754767;"Ítems"
"2025-03-01";"Instalacion sanitaria y contraincendio";1303.27651938042;"Ítems"
"2025-03-01";"Instalacion de gas";1184.19796933671;"Ítems"
"2025-03-01";"Instalacion electrica";1050.06793991092;"Ítems"
"2025-03-01";"Carpinteria metalica y herreria";970.13121597361;"Ítems"
"2025-03-01";"Carpinteria de madera";1323.24963363153;"Ítems"
"2025-03-01";"Ascensores";1673.11808866795;"Ítems"
"2025-03-01";"Vidrios";1366.68680333619;"Ítems"
"2025-03-01";"Pintura";1089.60233544414;"Ítems"
"2025-03-01";"Otros trabajos y gastos";1452.31649588411;"Ítems"
